Zona Protejata,Latitude,Longitude,Mai multe detalii
Defileul Jiului,45.2724721,23.3750692850891,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Topana,44.8639825,24.5308171,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Munții Țarcu,45.2935295,22.4834101315659,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntioru Ursoaia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacurile Fărăgău - Glodeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Joasă a Prutului,45.7658645,28.1471457846492,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Timișului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Igniș,47.7314708,23.6728988,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Măgurile Băiței,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Hergheliei - Obanul Mare și Peștera Movilei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Satchinez,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Molhașurile Căpățânei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștea Fegernic,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Culmea Cucuieți,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Buzăul Superior,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cap Aurora,43.8503309,28.6051941,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arpașu de Sus,45.7333376,24.6166593,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Teregovei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Codrii seculari de la Strâmbu - Băiuț,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Colinele Elanului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Comloșu Mare,45.8905532,20.6272224,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Zau de Câmpie,46.6160828,24.1254379,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștea Cenad,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera - Deleni,44.0153588,28.0467502,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Podișul Lipovei - Poiana Ruscă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pricop - Huta - Certeze,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Bârlad între Zorleni și Gura Gârbăvoțului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Caraș,44.9964598,22.5288938,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Mureș între Morești și Ogra,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Mureș între Deda și Reghin,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Mureș între Iernuțeni și Periș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealurile Racovițeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealurile Strehaia - Bâtlanele,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Spinoasa,47.2627695,27.1915613,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Groșii Țibleșului,47.4892697,24.0617941,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lobul sudic al Câmpului de Phyllophora al lui Zernov,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lovrin,45.9680546,20.7702851,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Larion,47.3318543,25.0169018,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Cepelor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Iadei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Ierii,46.64729,23.3438026,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Prunișor,46.419274,22.1219047,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Seaca,45.2644612,24.4082007,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea și Valea Canaraua Fetii - Iortmac,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Stârmina,44.51378095,22.7807918649537,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Platoul Vașcău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Silvostepa Olteniei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Oltețului,45.0248332877383,23.8167280400027,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vama Veche - 2 Mai,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vânători - Neamț,47.2130251,26.3188151,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vulcanii Noroioși de la Pâclele Mari si Pâclele Mici,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bârsău - Șomcuta,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Doftanei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Coridorul Drocea - Codru Moma,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Crișul Alb între Gurahonț și Ineu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealurile Târnavei Mici - Bicheș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Defileul Crișului Alb,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dunărea la Gârla Mare - Maglavit,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânațele Pietroasa - Podeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Hârtibaciu Sud - Vest,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Jiana,44.4018385,22.7127803,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Confluența Mureș cu Arieș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Măgura Târgu Ocna,46.2796215,26.6076016,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Moldova Superioară,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele Șes,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muscelele Argeșului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Nerei - Beușnița,44.93885655,21.8370116540023,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ciucaș,45.5216786,25.9264819,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arboretele de castan comestibil de la Baia Mare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Băgău,46.3104689,23.7939864,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bazinul Ciucului de Jos,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Betfia,46.9744855,22.0156677,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bistrița Aurie,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bucșani,44.8489352,24.2287525,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Buila - Vânturarița,45.242699,24.0948936411471,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Canaralele Dunării,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ceahlău,47.0417537,25.9626341,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cenaru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Bicazului - Hășmaș,46.7406635,25.8123264510463,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Rudăriei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Șugăului - Munticelu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Turenilor,46.6076894,23.7074762,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Herculian,46.1340217,25.7097685,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Insulele Stepice Șura Mică - Slimnic,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Coasta Lunii,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Siretul Mijlociu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile Jijia Inferioară - Prut,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Semenic - Cheile Carașului,45.13774165,21.9766652602501,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Șindrilița,44.5141282,26.3195071,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Someșul Mare Superior,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Strei - Hațeg,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Apa Lină - Honcsok,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Luci,46.29914125,25.7159534032162,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tisa Superioară,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Turbăria Ruginosu Zagon,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Văile Brătiei și Brătioarei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Călmățuiului,44.955749,27.626361,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Izei și Dealul Solovan,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea lui David,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Roșie,44.7963976,21.8162791,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Vâlsanului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Agârbiciu,46.771694,23.2826877,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Becicherecu Mic,45.8346771,21.0514741,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bordușani - Borcea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Someșul între Rona și Țicău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Someșul Inferior,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Canionul Viteaz,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Someșul Mare între Mica și Beclean,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Chiuruților,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Șardului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Movilele de la Iacobeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana cu narcise de la Negrași,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rusca Montană,45.5674099,22.4581607,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile din Valea Ilenei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile Ocna Veche,46.57807685,23.802973758353,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Scroviștea,44.7207086,26.0240243,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Seaca - Optășani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sighișoara - Târnava Mare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Siriu,45.478573,26.2656836,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Slănic,45.2283862,24.8892827,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Nădab - Socodor - Vărșad,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Someșul Rece,46.6280234,23.1733799,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Putna - Vrancea,45.8248953,27.0975543,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Racâș - Hida,47.1047071,23.2960433,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rarău - Giumalău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Tur,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Recifii Jurasici Cheia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Reghiu Scruntar,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Mocrei - Rovina - Ineu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Braniștea Catârilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Bâlbâitoarea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Pețea,46.99772325,22.0030941917781,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Alah Bair,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dunele de nisip de la Hanul Conachi,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Știucilor - Sic - Puini - Bonțida,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Deniz Tepe,45.0073956,28.6883589,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Diosig,47.3067786,21.9953407,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Domogled - Valea Cernei,45.055384,22.5888847855817,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dumbrăveni - Valea Urluia - Lacul Vederoasa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânațurile de la Glodeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fântânița Murfatlar,44.1602148,28.3881771486371,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Frumoasa,46.4536792,25.8533261,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Găina - Lucina,47.6473821,25.1953862159091,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Harghita Mădăraș,46.4531276,25.5820418,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dunele marine de la Agigea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânețele seculare Frumoasa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Limanu,43.8081317,28.521553,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânețele seculare Ponoare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Movila lui Burcel,46.8472027,27.8048593,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvoarele sulfuroase submarine de la Mangalia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Mircești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Movilele de la Păucea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele Mare,46.4902692,23.2374076,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele Tâmpa,45.634065,25.5951524311263,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Munții Făgăraș,45.6022219,24.7340555,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Munții Maramureșului,47.783111,24.623997901811,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Nordul Gorjului de Est,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Nordul Gorjului de Vest,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Oituz - Ojdula,46.0696039,26.3863251,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Oltul Mijlociu - Cibin - Hârtibaciu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bădeana,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Balta - Munteni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bârnova - Repedea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bogății,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bolintin,44.44435,25.6775009305372,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Breana - Roșcani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Călugărească,44.548202,27.3142889896758,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Dălhăuți,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele Vulcan,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de gorun și stejar de pe Dealul Purcărețului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de la Alparea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Eseschioi - Lacul Bugeac,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Studinița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de gorun și stejar de la Dosul Fânațului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de stejar pufos de la Mirăslău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de stejar pufos de la Petiș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Gârboavele,45.5766245,28.0040387479877,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Hagieni - Cotul Văii,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bălteni - Hârboanca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Siretului Inferior,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Sarului,44.399171216332,24.2258695765016,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Seaca - Movileni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Glodeasa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Goroniște,46.807938,21.8464312691541,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Homița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Medeleni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Mogoș - Mâțele,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Pogănești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Roșcani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Plopeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Tătăruși,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea și pajiștile de la Mârzești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Tălășmani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Torcești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Craiului,45.4724575,25.1916296779122,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pietrosul Broștenilor - Cheile Zugrenilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Uricani,47.1434532,27.4883254459672,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Platoul Mehedinți,44.82366745,22.53918935,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Platoul Meledic,45.49350555,26.6169529777047,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Vlădila,44.012108,24.3762029264392,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurile de Stejar Pufos de pe Târnava Mare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștile lui Suciu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parâng,45.7546876,22.9168830583755,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Penteleu,45.602749,26.4168856,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Plaja submersă Eforie Nord - Eforie Sud,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poienile cu narcise de la Dumbrava Vadului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stânca Ștefănești,47.8207527,27.1983708,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Suatu - Cojocna - Crairât,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Târnovu Mare - Latorița,45.36653415,23.88193973477,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tășad,46.9377307,22.1251577,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul de la Dealul Albinelor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Apa Roșie,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Mare Poiana Stampei,47.2933844460894,25.12076394533,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul de la Fântâna Brazilor,46.506795,25.2552556616608,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stânca Tohani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul de la Românești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Turbăria de la Dersca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Castanii comestibili de la Buia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Șaru Dornei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ținutul Pădurenilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Mohoș - Lacul Sf. Ana,46.131807,25.8959999970252,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Toplița - Scaunul Rotund Borsec,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Trascău,46.4531027,23.5676421,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Zona marină de la Capul Tuzla,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Albești,46.2395271,24.8500258,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cordăreni - Vorniceni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Măgurici,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cascada Mișina,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Borzont,46.6953815,25.4499129,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cefa,46.9144977,21.7140848,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Cernei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
"Cheile Glodului, Cibului și Măzii",,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poienile de la Șard,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Manoleasa,47.991854,27.0599982,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Lăpușului,47.4319329,23.6781997,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Buteasa,47.4483033,23.5498784,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Căldările Zăbalei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Călimani - Gurghiu,46.915059,25.1142194099994,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Câmpia Careiului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Câmpia Ierului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dăncioanea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Cetății Deva,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tusa - Barcău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
La Sărătura,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lozna,47.3212362,23.4697843,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Chineja,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Râului Doamnei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Negru,46.59902585,25.0817320292622,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Obcinele Bucovinei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștile Balda - Frata - Miheșu de Câmpie,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștile Sărmășel - Milaș - Urmeniș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Dobrina - Huși,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Dumbrava,45.7390782,24.0866005334425,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bejan,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de stejar pufos de la Hoia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Ciornohal,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Paniova,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Povernii - Valea Cernița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Icușeni,47.2556005,27.6529925394486,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Troianu,44.0213483,25.0115928356798,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tufurile calcaroase din Valea Bobâlna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pârâul Barlangos,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Băilești,44.0230929,23.3450079,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cuiugiuc,44.0470381,27.5284116,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Tăușoare,47.4458226,24.5271584,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Mare,45.5551055,25.6355683039624,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Podișul Nord Dobrogean,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Porțile de Fier,46.6074891,23.8327581,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Postăvarul,44.4177599079311,26.175657569962,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râpa Lechința,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Podișul Secașelor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Prut,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
